"stable","prog","dead"
1,0,0
0.948318354040352,0.0502663579244517,0.00141528803519619
0.889933553826506,0.105189492187872,0.00487695398562216
0.831256512665489,0.158702791696199,0.0100406956383113
0.773953904113407,0.209311781660937,0.0167343142256555
0.718807768681251,0.25635895466339,0.0248332766553588
0.666224599862478,0.299540544466658,0.0342348556708647
0.616410142477356,0.338741660693208,0.0448481968294356
0.569449739785913,0.373960669458824,0.0565895907552629
0.525351801861923,0.405268246686668,0.0693799514514095
0.484073901939946,0.432782715063752,0.0831433829963014
0.445539589397805,0.456654070353176,0.097806340249019
0.409649768383735,0.477053093998501,0.113297137617764
0.376290669338064,0.494163658241007,0.129545672420929
0.345339568478343,0.508177146181672,0.146483285339985
0.316668956077514,0.519288333479705,0.164042710442782
0.290149601164375,0.527692314537354,0.182158084298271
0.26565281096849,0.533582195147257,0.200764993884254
0.243052091102699,0.537147359562374,0.219800549334928
0.222224353008269,0.538572175312027,0.239203471679704
0.203050775510383,0.538035036019478,0.258914188470139
0.185417400033049,0.535707667882034,0.278874932084917
0.169215519729304,0.531754643425212,0.299029836845484
0.154341908822856,0.52633305912447,0.319325032052674
0.140698928146935,0.519592343068719,0.339708728784346
0.128194535113304,0.511674166035513,0.360131298851183
0.116742220423295,0.502712434834533,0.380545344742173
0.106260889249337,0.492833351014388,0.400905759736275
0.0966747010264233,0.482155521338238,0.421169777635339
0.0879128791547423,0.470790109043981,0.441297011801276
0.079909499651766,0.458841016979189,0.461249483369045
0.072603265975299,0.446405095360524,0.480991638664177
0.0659372757723388,0.433572368242421,0.50049035598524
0.059858784119372,0.42042627385863,0.519714942021999
0.054318966852282,0.407043914875281,0.538637118272437
0.0492726867952484,0.393496315306047,0.557230997898704
0.044678265054052,0.379848681420689,0.575473053525259
0.0404972590133399,0.366160664452882,0.593342076533778
0.0366942482482671,0.35248662330189,0.610819128449843
0.033236629211345,0.33887588574147,0.627887485047185
0.0300944192713392,0.325373006911328,0.644532573817333
0.0272400704513138,0.31201802408215,0.660741905466536
0.0246482930280791,0.298846706863164,0.676505000108757
0.0222958890076792,0.28589080216842,0.691813308823901
0.0201615953747972,0.273178273380271,0.706660131244932
0.0182259369227601,0.260733533250432,0.721040529826808
0.0164710884007975,0.248577670164522,0.73495124143468
0.0148807456626719,0.236728667468076,0.748390586869252
0.0134400054626697,0.225201615613371,0.76135837892396
0.0121352535186465,0.214008916938996,0.773855829542357
0.0109540604452102,0.203160482939655,0.785885456615135
0.00988508515136377,0.192663923923546,0.79745099092509
0.00891798529452692,0.182524730989913,0.80855728371556
0.00804333438551996,0.172746450290841,0.819210215323639
0.00725254514576601,0.163330849569773,0.829416605284461
0.00653779872776472,0.154278076995085,0.839184124277151
0.00589197942205888,0.145586812330721,0.84852120824722
0.00530861448785447,0.137254410507776,0.85743697500437
0.00478181875964112,0.129277037681068,0.86594114355929
0.00430624369818033,0.121649799873555,0.874043956428264
0.00387703057073763,0.114366864328769,0.881756105100493
0.0034897674621539,0.107421573707624,0.889088658830222
0.00314044983504724,0.10080655328076,0.896052996884192
0.00282544437393772,0.0945138112813114,0.902660744344751
0.00254145586424581,0.0885348325954004,0.908923711540354
0.00228549687282342,0.0828606659789857,0.914853837148191
0.00205486001184585,0.0774820049997421,0.920463134988412
0.00184709258247451,0.0723892629115612,0.925763644505964
0.00165997340863544,0.0675726416769569,0.930767384914408
0.00149149168453511,0.0630221953591772,0.935486312956288
0.00133982767212981,0.0587278881111628,0.939932284216707
0.00120333509667858,0.0546796469926698,0.944117017910652
0.0010805250997401,0.0508674098499177,0.948052065050342
0.000970051619543777,0.0472811684940504,0.951748779886406
0.000870698078574206,0.0439110074155593,0.955218294505866
0.000781365267490175,0.04074713827164,0.95847149646087
0.000701060323174185,0.0377799303822909,0.961519009294535
0.000628886706788068,0.0349999374688749,0.964371175824337
0.000564035095247606,0.0323979208658881,0.967038044038864
0.000505775106519835,0.0299648694329022,0.969529355460578
0.000453447785647376,0.027692016389107,0.971854535825246
0.00040645878442136,0.0255708532876616,0.974022687927917
0.000364272173197344,0.023593141341226,0.976042586485577
0.000326404828501992,0.0217509203036567,0.977922674867841
0.000292421344833649,0.0200365151059865,0.97967106354918
0.000261929423448826,0.0184425404375312,0.98129553013902
0.000234575694972095,0.01696190345534,0.982803520849688
0.000210041936386518,0.0155878047973104,0.984202153266303
0.000188041646388415,0.0143137380661668,0.985498220287445
0.000168316946233649,0.0131334879432304,0.986698195110536
0.000150635776094643,0.0120411270825337,0.987808237141372
0.000134789359592435,0.0110310119274216,0.988834198712986
0.000120589911602909,0.0100977775833697,0.989781632505027
0.000107868566655678,0.00923633187239736,0.990655799560947
9.64735072850331e-05,0.00844184868619602,0.991461677806519
8.62682735539577e-05,0.00770976074697238,0.992203970979474
7.71302366735505e-05,0.00703575187705974,0.992887117886267
6.89492211991549e-05,0.00641574887060359,0.993515301908197
6.16262617016972e-05,0.00584591305311577,0.994092460685183
5.50724811110292e-05,0.0053226316074324,0.994622295911457
4.92080791084648e-05,0.00484250873762426,0.995108283183267
4.39614200237193e-05,0.00440235673571954,0.995553681844257
3.92682106717945e-05,0.00399918700970625,0.995961544779622
3.50707594591881e-05,0.0036302011252104,0.99633472811533
3.13173089022678e-05,0.00329278190748961,0.996675900783608
2.7961434438617e-05,0.00298448464495804,0.996987553920603
2.49615030860628e-05,0.00270302843035286,0.997272010066561
2.22801861124999e-05,0.00244628767088073,0.997531432143007
1.98840204383988e-05,0.00221228379422833,0.997767832185333
1.77430139927104e-05,0.00199917717318665,0.997983079812821
1.58302907034003e-05,0.00180525928781905,0.998178910421478
1.41217712186226e-05,0.00162894514057499,0.998356933088206
1.25958858276931e-05,0.001468765936538,0.998518638177634
1.12333163946321e-05,0.00132336203804129,0.998665404645564
1.00167644250249e-05,0.0011914762002242,0.998798507035351
8.93074266583582e-06,0.0010719470916859,0.998919122165648
7.96138789227463e-06,0.000963703102233815,0.999028335509874
7.09629276396395e-06,0.000865756437793519,0.999127147269443
6.32435484104743e-06,0.000777197500840043,0.999216478144319
5.6356410370606e-06,0.000697189553211852,0.999297174805751
5.02126595625096e-06,0.000624963656860378,0.999370015077183
4.47328271568903e-06,0.000559813886966798,0.999435712830318
3.98458499129006e-06,0.000501092810896386,0.999494922604112
3.54881915065608e-06,0.000448207225662745,0.999548243955187
3.16030545133295e-06,0.00040061414590975,0.999596225548639
2.81396738144313e-06,0.000357817033894592,0.999639368998724
2.50526831535591e-06,0.000319362262535261,0.999678132469149
2.23015473665988e-06,0.000284835802291772,0.999712934042972
