"stable","prog","dead"
0.000114809332585786,0.00295767422121007,0.996927516446204
0.000104822363513835,0.00273832415994479,0.997156853476541
9.56855682155977e-05,0.00253412594177094,0.997370188490013
8.73283279626547e-05,0.00234412612646595,0.997568545545571
7.96857255901395e-05,0.00216742369723122,0.997752890577179
7.26981004069982e-05,0.00200316778359066,0.997924134116002
6.63106364513499e-05,0.00185055543394719,0.998083133929601
6.04729817181848e-05,0.00170882944126916,0.998230697577013
5.51388961480548e-05,0.00157727622482051,0.998367584879031
5.02659263120764e-05,0.00145522377033924,0.998494510303349
4.58151048637889e-05,0.00134203963059687,0.998612145264539
4.17506729640804e-05,0.00123712898783845,0.998721120339197
3.80398240020785e-05,0.00113993277920443,0.998822027396793
3.46524670533643e-05,0.00104992588587483,0.998915421647072
3.15610086233375e-05,0.000966615386342684,0.999001823605034
2.87401513222596e-05,0.000889538873930396,0.999081720974747
2.61667082164241e-05,0.000818262838386818,0.999155570453397
2.3819431684946e-05,0.000752381111167044,0.999223799457148
2.16788556952618e-05,0.000691513373775265,0.999286807770529
1.97271504895902e-05,0.000635303728364622,0.999344969121146
1.79479887411071e-05,0.000583419329616031,0.999398632681643
1.63264223141946e-05,0.000535549076770558,0.999448124500915
1.48487688164112e-05,0.000491402364565907,0.999493748866618
1.35025071970052e-05,0.000450707891712754,0.99953578960109
1.22761816957473e-05,0.000413212525457451,0.999574511292847
1.11593134975996e-05,0.000378680220704863,0.999610160465798
1.01423194995842e-05,0.000346890992102611,0.999642966688398
9.2164376350734e-06,0.000317639937451486,0.999673143624913
8.37365824635228e-06,0.000290736310760042,0.999700890030994
7.60666103005736e-06,0.000266002643243057,0.999726390695727
6.90875712117123e-06,0.000243273910541464,0.999749817332337
6.27383590767749e-06,0.000222396744440134,0.999771329419652
5.69631620384037e-06,0.000203228687358448,0.999791074996438
5.17110143605226e-06,0.000185637487897572,0.999809191410666
4.69353852095011e-06,0.000169500435744818,0.999825806025734
4.2593801429236e-06,0.000154703734254857,0.999841036885602
3.864750156235e-06,0.000141141909055564,0.999854993340788
3.50611186283878e-06,0.000128717251054233,0.999867776637083
3.18023893286501e-06,0.000117339292256213,0.999879480468811
2.88418875460383e-06,0.00010692431284387,0.999890191498402
2.6152780159272e-06,9.73948780063072e-05,0.999899989843978
2.37106033729173e-06,8.86794030473537e-05,0.999908949536615
2.14930578723571e-06,8.07117453514028e-05,0.999917138948861
1.94798212682645e-06,7.34308218243163e-05,0.999924621196049
1.76523764217063e-06,6.67802504774606e-05,0.99993145451188
1.5993854319829e-06,6.07080148711248e-05,0.999937692599697
1.44888903252927e-06,5.51661501771994e-05,0.99994338496079
1.31234926725732e-06,5.01104496727356e-05,0.99994857720106
1.18849222052742e-06,4.55001905220742e-05,0.999953311317257
1.07615824163076e-06,4.12978777518669e-05,0.999957625964007
9.74291893163226e-07,3.74690053734916e-05,0.999961556702733
8.81932763485693e-07,3.39818336498876e-05,0.999965136233587
7.98207073215984e-07,3.08071815516842e-05,0.999968394611375
7.2232000647432e-07,2.79182334915751e-05,0.999971359446502
6.53548706930351e-07,2.52903594706311e-05,0.999974056091822
5.91235882696495e-07,2.29009478098785e-05,0.999976507816307
5.34783966887886e-07,2.07292496862133e-05,0.999978735966347
4.83649788884932e-07,1.87562347270243e-05,0.999980760115484
4.37339710890328e-07,1.69644569606442e-05,0.999982598203328
3.95405190367626e-07,1.53379304556056e-05,0.999984266664354
3.57438732945248e-07,1.38620140182066e-05,0.999985780547249
3.23070200924924e-07,1.25233043510864e-05,0.999987153625448
2.91963447196508e-07,1.13095371137018e-05,0.999988398499439
2.63813247580735e-07,1.0209495350022e-05,0.999989526691402
2.3834250395538e-07,9.2129247883932e-06,0.999990548732708
2.15299695516258e-07,8.31045554072762e-06,0.999991474244764
1.94456557633949e-07,7.49352975970563e-06,0.999992312013683
1.756059662128e-07,6.75433483887655e-06,0.999993070059195
1.58560012453179e-07,6.08574176541588e-06,0.999993755698222
1.43148248588076e-07,5.48124826127427e-06,0.99999437560349
1.29216091271367e-07,4.93492636821635e-06,0.999994935857541
1.16623368850988e-07,4.44137415711587e-06,0.999995442002474
1.05242998538202e-07,3.99567126230238e-06,0.999995899085739
9.4959783702997e-08,3.59333795840744e-06,0.999996311702258
8.56693191941815e-08,3.23029751958526e-06,0.999996684033161
7.72769958024e-08,2.90284161552634e-06,0.999997019881389
6.96970953173448e-08,2.60759851733461e-06,0.999997322704387
6.28519677414729e-08,2.34150389866183e-06,0.999997595644134
5.66712829996874e-08,2.10177403714429e-06,0.99999784155468
5.10913513718236e-08,1.8858812297351e-06,0.999998063027419
4.60545057645589e-08,1.69153125084698e-06,0.999998262414243
4.15085403826509e-08,1.51664269654184e-06,0.999998441848763
3.74062013586141e-08,1.35932806288874e-06,0.999998603265736
3.37047232346066e-08,1.21787642659577e-06,0.99999874841885
3.03654095201722e-08,1.09073759502198e-06,0.999998878896995
2.73532504424523e-08,9.7650761343715e-07,0.999998996139136
2.46365767786472e-08,8.73915515953172e-07,0.999999101447907
2.21867457739222e-08,7.81811222316797e-07,0.999999196002032
1.99778557030683e-08,6.99154484529174e-07,0.99999928086766
1.79864870775148e-08,6.2500480024763e-07,0.999999357008713
1.6191468610316e-08,5.58512209258843e-07,0.999999425296322
1.45736634982185e-08,4.98908903634465e-07,0.999999486517433
1.31157771310342e-08,4.45501580959018e-07,0.999999541382642
1.1802181898446e-08,3.97664478235527e-07,0.99999959053334
1.06187587611828e-08,3.54833030846713e-07,0.99999963454821
9.5527534771378e-09,3.1649810094958e-07,0.999999673949146
8.59264615016286e-09,2.82200728896065e-07,0.999999709206625
7.72803399051725e-09,2.51527359718118e-07,0.999999740744606
6.9495235122119e-09,2.24105508150885e-07,0.999999768944968
6.24863460974012e-09,1.99599818118124e-07,0.999999794151547
5.61771251739174e-09,1.7770848803611e-07,0.999999816673799
5.0498484283068e-09,1.58160025631737e-07,0.999999836790126
4.53880799611284e-09,1.40710304630254e-07,0.999999854750887
4.07896594278867e-09,1.25139897555471e-07,0.999999870781137
3.66524777195565e-09,1.11251657108902e-07,0.999999885083095
3.29307592306094e-09,9.88685272540479e-08,0.999999897838397
2.95832225383208e-09,8.78315604690982e-08,0.999999909210117
2.6572640754452e-09,7.79981245146999e-08,0.999999919344611
2.38654496165225e-09,6.92402792878966e-08,0.999999928373176
2.14313911062192e-09,6.14433104395573e-08,0.99999993641355
1.92431925949421e-09,5.45044043231968e-08,0.999999943571276
1.72762715244801e-09,4.8331450175354e-08,0.999999949940923
1.55084822761609e-09,4.28419595355223e-08,0.999999955607192
1.39198652604478e-09,3.79620912482892e-08,0.999999960645922
